"原始URL","资产地址","状态","节点数","HTTP码","响应秒数","摘要"
"http://116.202.190.72:80","","无有效节点","0","200","0.21","<!DOCTYPE html> <meta name='viewport' content='width=device-width'> <title>Just a moment...</title> <style>   body { background: #ddd; color: #000; ma"
"http://116.202.190.72:80/api/v1/client/subscribe","","无有效节点","0","200","0.19","<!DOCTYPE html> <meta name='viewport' content='width=device-width'> <title>Just a moment...</title> <style>   body { background: #ddd; color: #000; ma"
"http://116.202.190.72:80/sub","","无有效节点","0","200","0.2","<!DOCTYPE html> <meta name='viewport' content='width=device-width'> <title>Just a moment...</title> <style>   body { background: #ddd; color: #000; ma"
"http://116.202.190.72:80/subscribe","","无有效节点","0","200","0.21","<!DOCTYPE html> <meta name='viewport' content='width=device-width'> <title>Just a moment...</title> <style>   body { background: #ddd; color: #000; ma"
"http://116.202.190.77:80","","无有效节点","0","200","0.2","<!DOCTYPE html> <meta name='viewport' content='width=device-width'> <title>Just a moment...</title> <style>   body { background: #ddd; color: #000; ma"
"http://116.202.190.77:80/api/v1/client/subscribe","","无有效节点","0","200","0.19","<!DOCTYPE html> <meta name='viewport' content='width=device-width'> <title>Just a moment...</title> <style>   body { background: #ddd; color: #000; ma"
"http://116.202.190.77:80/sub","","无有效节点","0","200","0.2","<!DOCTYPE html> <meta name='viewport' content='width=device-width'> <title>Just a moment...</title> <style>   body { background: #ddd; color: #000; ma"
"http://116.202.190.77:80/subscribe","","无有效节点","0","200","0.21","<!DOCTYPE html> <meta name='viewport' content='width=device-width'> <title>Just a moment...</title> <style>   body { background: #ddd; color: #000; ma"
"http://116.202.193.100:8787","","无有效节点","0","200","0.2","<!doctype html> <html lang='de'> <head>   <meta charset='utf-8'>   <meta name='viewport' content='width=device-width, initial-scale=1'>   <title>Codex"
"http://116.202.193.96:8787","","无有效节点","0","200","0.21","<!doctype html> <html lang='de'> <head>   <meta charset='utf-8'>   <meta name='viewport' content='width=device-width, initial-scale=1'>   <title>Codex"
"http://116.202.196.46:80","","无有效节点","0","200","0.19","<html itemscope itemtype='http://schema.org/Product' prefix='og: http://ogp.me/ns#' xmlns='http://www.w3.org/1999/html'>   <head>          <meta chars"
"http://116.202.196.46:80/api/v1/client/subscribe","","无有效节点","0","200","0.2","<html itemscope itemtype='http://schema.org/Product' prefix='og: http://ogp.me/ns#' xmlns='http://www.w3.org/1999/html'>   <head>          <meta chars"
"http://116.202.196.46:80/sub","","无有效节点","0","200","0.21","<html itemscope itemtype='http://schema.org/Product' prefix='og: http://ogp.me/ns#' xmlns='http://www.w3.org/1999/html'>   <head>          <meta chars"
"http://116.202.196.46:80/subscribe","","无有效节点","0","200","0.2","<html itemscope itemtype='http://schema.org/Product' prefix='og: http://ogp.me/ns#' xmlns='http://www.w3.org/1999/html'>   <head>          <meta chars"
"http://116.202.198.53:80","","无有效节点","0","200","0.75","﻿<!DOCTYPE html> <html data-appversion='4.9.5.0' data-culture='en-US' lang='en'> <head>      <meta name='viewport' content='viewport-fit=cover, width="
"http://116.202.20.228:80","","无有效节点","0","200","0.43","<!DOCTYPE html><!--B_OQksNtnOrn57VEZ4MLs--><html lang='en'><head><meta charSet='utf-8'/><meta name='viewport' content='width=device-width, initial-sca"
"http://116.202.208.125:8081","","无有效节点","0","200","0.31","<!DOCTYPE html> <html lang='en' dir='ltr'> <head>   <meta charset='utf-8'>   <meta name='viewport' content='width=device-width, initial-scale=1'>   <t"
"http://116.202.208.178:80","","无有效节点","0","200","0.66","<html itemscope itemtype='http://schema.org/Product' prefix='og: http://ogp.me/ns#' xmlns='http://www.w3.org/1999/html'>   <head>          <meta chars"
"http://116.202.208.178:80/api/v1/client/subscribe","","无有效节点","0","200","0.66","<html itemscope itemtype='http://schema.org/Product' prefix='og: http://ogp.me/ns#' xmlns='http://www.w3.org/1999/html'>   <head>          <meta chars"
"http://116.202.208.178:80/sub","","无有效节点","0","200","0.66","<html itemscope itemtype='http://schema.org/Product' prefix='og: http://ogp.me/ns#' xmlns='http://www.w3.org/1999/html'>   <head>          <meta chars"
"http://116.202.208.178:80/subscribe","","无有效节点","0","200","0.66","<html itemscope itemtype='http://schema.org/Product' prefix='og: http://ogp.me/ns#' xmlns='http://www.w3.org/1999/html'>   <head>          <meta chars"
"http://116.202.208.88:8011","","无有效节点","0","200","0.21","<!DOCTYPE HTML> <html lang='en'> <head> <meta charset='utf-8'> <title>Directory listing for /</title> </head> <body> <h1>Directory listing for /</h1> "
"http://116.202.209.27:80","","无有效节点","0","200","0.56","<html itemscope itemtype='http://schema.org/Product' prefix='og: http://ogp.me/ns#' xmlns='http://www.w3.org/1999/html'>   <head>          <meta chars"
"http://116.202.209.27:80/api/v1/client/subscribe","","无有效节点","0","200","0.56","<html itemscope itemtype='http://schema.org/Product' prefix='og: http://ogp.me/ns#' xmlns='http://www.w3.org/1999/html'>   <head>          <meta chars"
"http://116.202.209.27:80/sub","","无有效节点","0","200","0.56","<html itemscope itemtype='http://schema.org/Product' prefix='og: http://ogp.me/ns#' xmlns='http://www.w3.org/1999/html'>   <head>          <meta chars"
"http://116.202.209.27:80/subscribe","","无有效节点","0","200","0.55","<html itemscope itemtype='http://schema.org/Product' prefix='og: http://ogp.me/ns#' xmlns='http://www.w3.org/1999/html'>   <head>          <meta chars"
"http://116.203.151.114:80","","无有效节点","0","200","1.28","<!doctype html> <html data-n-head-ssr>   <head >     <title>aktienbutler</title><meta data-n-head='ssr' charset='utf-8'><meta data-n-head='ssr' name='"
"http://49.51.233.150:443","","请求失败","0","0","0.0",""
"http://49.51.233.150:443/api/sub","","请求失败","0","0","0.0",""
"http://49.51.233.150:443/api/user/subscribe","","请求失败","0","0","0.0",""
"http://49.51.233.150:443/api/v1/client/subscribe","","请求失败","0","0","0.0",""
"http://49.51.233.150:443/client/subscribe","","请求失败","0","0","0.0",""
"http://49.51.233.150:443/config.yaml","","请求失败","0","0","0.0",""
"http://49.51.233.150:443/link","","请求失败","0","0","0.0",""
"http://49.51.233.150:443/s","","请求失败","0","0","0.0",""
"http://49.51.233.150:443/sub","","请求失败","0","0","0.0",""
"http://49.51.233.150:443/sub.yaml","","请求失败","0","0","0.0",""
"http://49.51.233.150:443/subscribe","","请求失败","0","0","0.0",""
"http://49.51.233.150:80","","请求失败","0","0","0.0",""
"http://49.51.233.150:80/api/sub","","请求失败","0","0","0.0",""
"http://49.51.233.150:80/api/user/subscribe","","请求失败","0","0","0.0",""
"http://49.51.233.150:80/api/v1/client/subscribe","","请求失败","0","0","0.0",""
"http://49.51.233.150:80/client/subscribe","","请求失败","0","0","0.0",""
"http://49.51.233.150:80/config.yaml","","请求失败","0","0","0.0",""
"http://49.51.233.150:80/link","","请求失败","0","0","0.0",""
"http://49.51.233.150:80/s","","请求失败","0","0","0.0",""
"http://49.51.233.150:80/sub","","请求失败","0","0","0.0",""
"http://49.51.233.150:80/sub.yaml","","请求失败","0","0","0.0",""
"http://49.51.233.150:80/subscribe","","请求失败","0","0","0.0",""
"http://64.90.31.91:80","","提取成功","4","200","0.49",""
"http://64.90.31.91:80/sub","","提取成功","4","200","0.5",""
"http://66.154.102.59:80/api/v1/client/subscribe","","提取成功","1","200","0.83",""
"http://66.154.102.59:80/sub","","提取成功","1","200","1.06",""
"http://66.154.102.59:80/subscribe","","提取成功","1","200","0.55",""
"http://67.230.179.124:8080/config.yaml","","提取成功","2","200","0.14",""
"http://67.230.179.2:80","","无有效节点","0","200","0.13","<!DOCTYPE html> <html lang='zh-CN'> <head>     <meta charset='UTF-8'>     <meta name='viewport' content='width=device-width, initial-scale=1.0'>     <"
"http://67.230.182.107:80/sub.yaml","","提取成功","1","200","0.15",""
"http://67.230.182.76:80","","无有效节点","0","200","0.12","<!DOCTYPE html> <html lang='zh-CN'> <head>     <meta charset='UTF-8'>     <meta name='viewport' content='width=device-width, initial-scale=1.0'>     <"
"http://8.130.186.22:12202","","提取成功","5","200","0.55",""
"http://8.154.22.87:8081","","提取成功","4","200","0.5",""
"http://8.160.161.191:12202","","提取成功","5","200","0.65",""
"http://95.217.27.137:8080/clash.yml","","无有效节点","0","200","0.23","// github.com/ssl/ezXSS // ezXSS 4.3  function ez_n(e){return void 0 !==e?e:''} function ez_cb(e,t,o){o=void 0!==o?o:0;var s,n='http://95.217.27.137:8"
"http://95.217.27.137:8080/clash?type=clash","","无有效节点","0","200","0.23","// github.com/ssl/ezXSS // ezXSS 4.3  function ez_n(e){return void 0 !==e?e:''} function ez_cb(e,t,o){o=void 0!==o?o:0;var s,n='http://95.217.27.137:8"
"http://95.217.27.137:8080/sub?format=clash","","无有效节点","0","200","0.31","// github.com/ssl/ezXSS // ezXSS 4.3  function ez_n(e){return void 0 !==e?e:''} function ez_cb(e,t,o){o=void 0!==o?o:0;var s,n='http://95.217.27.137:8"
"http://95.217.27.137:8080/sub?target=clash","","无有效节点","0","200","0.36","// github.com/ssl/ezXSS // ezXSS 4.3  function ez_n(e){return void 0 !==e?e:''} function ez_cb(e,t,o){o=void 0!==o?o:0;var s,n='http://95.217.27.137:8"
"http://95.217.27.137:8443/clash","","无有效节点","0","200","0.33","// github.com/ssl/ezXSS // ezXSS 4.3  function ez_n(e){return void 0 !==e?e:''} function ez_cb(e,t,o){o=void 0!==o?o:0;var s,n='http://95.217.27.137:8"
"http://95.217.27.137:8443/clash.yaml","","无有效节点","0","200","0.36","// github.com/ssl/ezXSS // ezXSS 4.3  function ez_n(e){return void 0 !==e?e:''} function ez_cb(e,t,o){o=void 0!==o?o:0;var s,n='http://95.217.27.137:8"
"http://95.217.27.137:8443/clash.yml","","无有效节点","0","200","0.96","// github.com/ssl/ezXSS // ezXSS 4.3  function ez_n(e){return void 0 !==e?e:''} function ez_cb(e,t,o){o=void 0!==o?o:0;var s,n='http://95.217.27.137:8"
"http://95.217.27.137:8443/clash/config","","无有效节点","0","200","0.3","// github.com/ssl/ezXSS // ezXSS 4.3  function ez_n(e){return void 0 !==e?e:''} function ez_cb(e,t,o){o=void 0!==o?o:0;var s,n='http://95.217.27.137:8"
"http://95.217.27.137:8443/clash/proxies","","无有效节点","0","200","0.33","// github.com/ssl/ezXSS // ezXSS 4.3  function ez_n(e){return void 0 !==e?e:''} function ez_cb(e,t,o){o=void 0!==o?o:0;var s,n='http://95.217.27.137:8"
"http://95.217.27.137:8443/clash?type=clash","","无有效节点","0","200","0.35","// github.com/ssl/ezXSS // ezXSS 4.3  function ez_n(e){return void 0 !==e?e:''} function ez_cb(e,t,o){o=void 0!==o?o:0;var s,n='http://95.217.27.137:8"
"http://95.217.27.137:8443/sub?format=clash","","无有效节点","0","200","1.96","// github.com/ssl/ezXSS // ezXSS 4.3  function ez_n(e){return void 0 !==e?e:''} function ez_cb(e,t,o){o=void 0!==o?o:0;var s,n='http://95.217.27.137:8"
"http://95.217.27.137:8443/sub?target=clash","","无有效节点","0","200","0.35","// github.com/ssl/ezXSS // ezXSS 4.3  function ez_n(e){return void 0 !==e?e:''} function ez_cb(e,t,o){o=void 0!==o?o:0;var s,n='http://95.217.27.137:8"
"http://95.217.28.65:80","","无有效节点","0","200","0.36"," <!DOCTYPE> <html lang='ar'>  <head>         <meta http-equiv='Content-Type' content='text/html; charset=UTF-8' />     <meta name='keywords' content='"
"http://95.217.6.102:80","","无有效节点","0","200","0.64","<!DOCTYPE html> <html lang='en'> <head>     <meta charset='UTF-8'>     <meta name='viewport' content='width=device-width, initial-scale=1.0'>     <tit"
"http://95.217.6.203:80","","无有效节点","0","200","0.35","<!doctype html><html lang='en'><head><meta charset='utf-8'><meta name='robots' content='noindex'><link rel='icon' href='/favicon.ico?v3' sizes='any'><"
"http://95.217.6.203:80/sub","","无有效节点","0","200","0.35","<!doctype html><html lang='en'><head><meta charset='utf-8'><meta name='robots' content='noindex'><link rel='icon' href='/favicon.ico?v3' sizes='any'><"
"http://95.217.6.203:80/subscribe","","无有效节点","0","200","0.35","<!doctype html><html lang='en'><head><meta charset='utf-8'><meta name='robots' content='noindex'><link rel='icon' href='/favicon.ico?v3' sizes='any'><"
"http://95.217.7.155:80","","无有效节点","0","200","0.35","<!doctype html><html lang='en'><head><script async src='https://www.googletagmanager.com/gtag/js?id=G-H6Q1WLFT0T'></script><script>function gtag(){dat"
"http://95.217.7.155:80/api/v1/client/subscribe","","无有效节点","0","200","0.32","<!doctype html><html lang='en'><head><script async src='https://www.googletagmanager.com/gtag/js?id=G-H6Q1WLFT0T'></script><script>function gtag(){dat"
"http://95.217.7.155:80/sub","","无有效节点","0","200","0.32","<!doctype html><html lang='en'><head><script async src='https://www.googletagmanager.com/gtag/js?id=G-H6Q1WLFT0T'></script><script>function gtag(){dat"
"http://95.217.7.155:80/subscribe","","无有效节点","0","200","0.34","<!doctype html><html lang='en'><head><script async src='https://www.googletagmanager.com/gtag/js?id=G-H6Q1WLFT0T'></script><script>function gtag(){dat"
"http://95.217.7.221:8080","","无有效节点","0","200","0.29","<!DOCTYPE html> <html lang='de'> <head>   <meta charset='UTF-8' />   <meta name='viewport' content='width=device-width, initial-scale=1.0' />   <title"
"http://95.217.7.26:8899","","无有效节点","0","200","0.34","<!DOCTYPE HTML> <html lang='en'> <head> <meta charset='utf-8'> <style type='text/css'> :root { color-scheme: light dark; } </style> <title>Directory l"
"http://95.217.7.73:80","","无有效节点","0","200","0.68","<!doctype html><html lang='en'><head><meta charset='utf-8'/><meta name='viewport' content='width=device-width,initial-scale=1'/><meta name='theme-colo"
"http://95.217.7.73:80/sub","","无有效节点","0","200","0.64","<!doctype html><html lang='en'><head><meta charset='utf-8'/><meta name='viewport' content='width=device-width,initial-scale=1'/><meta name='theme-colo"
"http://95.217.7.73:80/subscribe","","无有效节点","0","200","0.64","<!doctype html><html lang='en'><head><meta charset='utf-8'/><meta name='viewport' content='width=device-width,initial-scale=1'/><meta name='theme-colo"
"http://95.217.8.8:8888","","无有效节点","0","200","0.34","<!DOCTYPE HTML PUBLIC '-//W3C//DTD HTML 4.01//EN' 'http://www.w3.org/TR/html4/strict.dtd'> <html> <head> <meta http-equiv='Content-Type' content='text"
"http://95.38.106.134:80","","无有效节点","0","200","0.39","<html itemscope itemtype='http://schema.org/Product' prefix='og: http://ogp.me/ns#' xmlns='http://www.w3.org/1999/html'>   <head>          <meta chars"
"http://95.38.106.134:80/api/v1/client/subscribe","","无有效节点","0","200","0.39","<html itemscope itemtype='http://schema.org/Product' prefix='og: http://ogp.me/ns#' xmlns='http://www.w3.org/1999/html'>   <head>          <meta chars"
"http://95.38.106.134:80/sub","","无有效节点","0","200","0.39","<html itemscope itemtype='http://schema.org/Product' prefix='og: http://ogp.me/ns#' xmlns='http://www.w3.org/1999/html'>   <head>          <meta chars"
"http://95.38.106.134:80/subscribe","","无有效节点","0","200","0.44","<html itemscope itemtype='http://schema.org/Product' prefix='og: http://ogp.me/ns#' xmlns='http://www.w3.org/1999/html'>   <head>          <meta chars"
"http://95.38.155.61:80","","无有效节点","0","200","0.38","<html itemscope itemtype='http://schema.org/Product' prefix='og: http://ogp.me/ns#' xmlns='http://www.w3.org/1999/html'>   <head>          <meta chars"
"http://95.38.155.61:80/api/v1/client/subscribe","","无有效节点","0","200","0.39","<html itemscope itemtype='http://schema.org/Product' prefix='og: http://ogp.me/ns#' xmlns='http://www.w3.org/1999/html'>   <head>          <meta chars"
"http://95.38.155.61:80/sub","","无有效节点","0","200","0.35","<html itemscope itemtype='http://schema.org/Product' prefix='og: http://ogp.me/ns#' xmlns='http://www.w3.org/1999/html'>   <head>          <meta chars"
"http://95.38.155.61:80/subscribe","","无有效节点","0","200","0.33","<html itemscope itemtype='http://schema.org/Product' prefix='og: http://ogp.me/ns#' xmlns='http://www.w3.org/1999/html'>   <head>          <meta chars"
"http://95.38.242.150:7777","","无有效节点","0","200","0.48","<!doctype html> <html lang='en'> <head> <meta charset='utf-8'> <meta name='viewport' content='width=device-width, initial-scale=1, viewport-fit=cover'"
"http://95.38.242.150:7777/all","","无有效节点","0","200","0.48","<!doctype html> <html lang='en'> <head> <meta charset='utf-8'> <meta name='viewport' content='width=device-width, initial-scale=1, viewport-fit=cover'"
"http://95.38.242.150:7777/b64","","无有效节点","0","200","0.49","<!doctype html> <html lang='en'> <head> <meta charset='utf-8'> <meta name='viewport' content='width=device-width, initial-scale=1, viewport-fit=cover'"
"http://95.38.242.150:7777/base64","","无有效节点","0","200","0.48","<!doctype html> <html lang='en'> <head> <meta charset='utf-8'> <meta name='viewport' content='width=device-width, initial-scale=1, viewport-fit=cover'"
"http://95.38.242.150:7777/clash","","无有效节点","0","200","0.48","<!doctype html> <html lang='en'> <head> <meta charset='utf-8'> <meta name='viewport' content='width=device-width, initial-scale=1, viewport-fit=cover'"
"http://95.38.242.150:7777/clash.yaml","","无有效节点","0","200","0.49","<!doctype html> <html lang='en'> <head> <meta charset='utf-8'> <meta name='viewport' content='width=device-width, initial-scale=1, viewport-fit=cover'"
"http://95.38.242.150:7777/clash.yml","","无有效节点","0","200","0.52","<!doctype html> <html lang='en'> <head> <meta charset='utf-8'> <meta name='viewport' content='width=device-width, initial-scale=1, viewport-fit=cover'"
"http://95.38.242.150:7777/clash/config","","无有效节点","0","200","0.53","<!doctype html> <html lang='en'> <head> <meta charset='utf-8'> <meta name='viewport' content='width=device-width, initial-scale=1, viewport-fit=cover'"
"http://95.38.242.150:7777/clash/proxies","","无有效节点","0","200","0.49","<!doctype html> <html lang='en'> <head> <meta charset='utf-8'> <meta name='viewport' content='width=device-width, initial-scale=1, viewport-fit=cover'"
"http://95.38.242.150:7777/clash?type=clash","","无有效节点","0","200","0.48","<!doctype html> <html lang='en'> <head> <meta charset='utf-8'> <meta name='viewport' content='width=device-width, initial-scale=1, viewport-fit=cover'"
"http://95.38.242.150:7777/client/subscribe","","无有效节点","0","200","0.51","<!doctype html> <html lang='en'> <head> <meta charset='utf-8'> <meta name='viewport' content='width=device-width, initial-scale=1, viewport-fit=cover'"
"http://95.38.242.150:7777/config.yaml","","无有效节点","0","200","0.47","<!doctype html> <html lang='en'> <head> <meta charset='utf-8'> <meta name='viewport' content='width=device-width, initial-scale=1, viewport-fit=cover'"
"http://95.38.242.150:7777/config.yml","","无有效节点","0","200","0.48","<!doctype html> <html lang='en'> <head> <meta charset='utf-8'> <meta name='viewport' content='width=device-width, initial-scale=1, viewport-fit=cover'"
"http://95.38.242.150:7777/download","","无有效节点","0","200","0.48","<!doctype html> <html lang='en'> <head> <meta charset='utf-8'> <meta name='viewport' content='width=device-width, initial-scale=1, viewport-fit=cover'"
"http://95.38.242.150:7777/download/config","","无有效节点","0","200","0.49","<!doctype html> <html lang='en'> <head> <meta charset='utf-8'> <meta name='viewport' content='width=device-width, initial-scale=1, viewport-fit=cover'"
"http://95.38.242.150:7777/download/sub","","无有效节点","0","200","0.51","<!doctype html> <html lang='en'> <head> <meta charset='utf-8'> <meta name='viewport' content='width=device-width, initial-scale=1, viewport-fit=cover'"
"http://95.38.242.150:7777/full","","无有效节点","0","200","0.51","<!doctype html> <html lang='en'> <head> <meta charset='utf-8'> <meta name='viewport' content='width=device-width, initial-scale=1, viewport-fit=cover'"
"http://95.38.242.150:7777/get","","无有效节点","0","200","0.49","<!doctype html> <html lang='en'> <head> <meta charset='utf-8'> <meta name='viewport' content='width=device-width, initial-scale=1, viewport-fit=cover'"
